p_hat,k,N,native_class_active,canonical_class_active,quotient_credit_class_active,representation_divergence_from_canonical,retired_focal_ids,active_focal_ids,future_focal_sampling_probability,attempts_by_id
0.1,5,3,True,True,True,False,0,5,0.8195392380774403,1;1;1;0;0
0.1,5,4,True,True,True,False,0,5,0.814419405274873,1;1;1;1;0
0.1,5,5,True,True,True,False,0,5,0.8090005813804048,1;1;1;1;1
0.1,5,6,True,True,True,False,0,5,0.8050553596833449,2;1;1;1;1
0.1,5,7,True,True,True,False,0,5,0.8009437180449521,2;2;1;1;1
0.1,5,8,True,True,True,False,0,5,0.7966548995337999,2;2;2;1;1
0.1,5,9,True,True,True,False,0,5,0.7921771997393332,2;2;2;2;1
0.1,5,10,True,True,True,False,0,5,0.787497860104635,2;2;2;2;2
0.1,5,11,True,True,True,False,0,5,0.7839020707452465,3;2;2;2;2
0.1,5,12,True,True,True,False,0,5,0.780182496722693,3;3;2;2;2
0.1,5,13,True,True,True,False,0,5,0.7763326341790318,3;3;3;2;2
0.1,5,14,True,True,True,False,0,5,0.7723455155024168,3;3;3;3;2
0.1,5,15,True,True,True,False,0,5,0.7682136672422546,3;3;3;3;3
0.1,5,16,True,True,True,False,0,5,0.7649217991001099,4;3;3;3;3
0.1,5,17,True,True,True,False,0,5,0.7615350805563725,4;4;3;3;3
0.1,5,18,True,True,True,False,0,5,0.7580493522227381,4;4;4;3;3
0.1,5,19,True,True,True,False,0,5,0.7544602079061096,4;4;4;4;3
0.1,5,20,True,True,True,False,0,5,0.7507629760271981,4;4;4;4;4
0.1,5,21,True,True,True,False,0,5,0.7477420358008714,5;4;4;4;4
0.1,5,22,True,True,True,False,0,5,0.7446469649189663,5;5;4;4;4
0.1,5,23,True,True,True,False,0,5,0.7414750008557655,5;5;5;4;4
0.1,5,24,True,True,True,False,0,5,0.7382232420960186,5;5;5;5;4
0.1,5,25,True,True,True,False,0,5,0.73488863928246,5;5;5;5;5
0.1,5,26,True,True,True,False,0,5,0.7321137820155664,6;5;5;5;5
0.1,5,27,True,True,True,False,0,5,0.729280222793357,6;6;5;5;5
0.1,5,28,True,True,True,False,0,5,0.7263860789469204,6;6;6;5;5
0.1,5,29,True,True,True,False,0,5,0.7234293864303004,6;6;6;6;5
0.1,5,30,True,True,True,False,0,5,0.720408095375632,6;6;6;6;6
0.1,5,31,True,True,True,False,0,5,0.7178595723238897,7;6;6;6;6
0.1,5,32,True,True,True,False,0,5,0.7152641615269258,7;7;6;6;6
0.1,5,33,True,True,True,False,0,5,0.7126205570094643,7;7;7;6;6
0.1,5,34,True,True,True,False,0,5,0.7099274038408628,7;7;7;7;6
0.1,5,35,True,True,True,False,0,5,0.7071832958195071,7;7;7;7;7
0.1,5,36,True,True,True,False,0,5,0.7048444807487081,8;7;7;7;7
0.1,5,37,True,True,True,False,0,5,0.7024680032179389,8;8;7;7;7
0.1,5,38,True,True,True,False,0,5,0.700052946112477,8;8;8;7;7
0.1,5,39,True,True,True,False,0,5,0.697598362297169,8;8;8;8;7
0.1,5,40,True,True,True,False,0,5,0.695103273377951,8;8;8;8;8
0.1,5,41,True,True,True,False,0,5,0.6929594416681141,9;8;8;8;8
0.1,5,42,True,True,True,False,0,5,0.6907852484689085,9;9;8;8;8
0.1,5,43,True,True,True,False,0,5,0.6885800441998828,9;9;9;8;8
0.1,5,44,True,True,True,False,0,5,0.6863431606172234,9;9;9;9;8
0.1,5,45,True,True,True,False,0,5,0.6840739101386245,9;9;9;9;9
0.1,5,46,True,True,True,False,0,5,0.6821115161107446,10;9;9;9;9
0.1,5,47,True,True,True,False,0,5,0.6801245906458115,10;10;9;9;9
0.1,5,48,True,True,True,False,0,5,0.6781126708578185,10;10;10;9;9
0.1,6,0,True,True,True,False,0,6,0.8571428571428571,0;0;0;0;0;0
0.1,6,1,True,True,True,False,0,6,0.853953271838133,1;0;0;0;0;0
0.1,6,2,True,True,True,False,0,6,0.850618005537845,1;1;0;0;0;0
0.1,6,3,True,True,True,False,0,6,0.8471268442428769,1;1;1;0;0;0
0.1,6,4,True,True,True,False,0,6,0.8434685962718939,1;1;1;1;0;0
0.1,6,5,True,True,True,False,0,6,0.8396309724139334,1;1;1;1;1;0
0.1,6,6,True,True,True,False,0,6,0.8356004480083838,1;1;1;1;1;1
0.1,6,7,True,True,True,False,0,6,0.8326859681209339,2;1;1;1;1;1
0.1,6,8,True,True,True,False,0,6,0.8296662872647048,2;2;1;1;1;1
0.1,6,9,True,True,True,False,0,6,0.8265356047530117,2;2;2;1;1;1
0.1,6,10,True,True,True,False,0,6,0.8232876854546894,2;2;2;2;1;1
0.1,6,11,True,True,True,False,0,6,0.8199158183456795,2;2;2;2;2;1
0.1,6,12,True,True,True,False,0,6,0.8164127702230172,2;2;2;2;2;2
0.1,6,13,True,True,True,False,0,6,0.8137351204363237,3;2;2;2;2;2
0.1,6,14,True,True,True,False,0,6,0.8109782066506693,3;3;2;2;2;2
0.1,6,15,True,True,True,False,0,6,0.8081384564214926,3;3;3;2;2;2
0.1,6,16,True,True,True,False,0,6,0.8052120793487281,3;3;3;3;2;2
0.1,6,17,True,True,True,False,0,6,0.8021950501974715,3;3;3;3;3;2
0.1,6,18,True,True,True,False,0,6,0.7990830904253232,3;3;3;3;3;3
0.1,6,19,True,True,True,False,0,6,0.7966143291871989,4;3;3;3;3;3
0.1,6,20,True,True,True,False,0,6,0.794084143520558,4;4;3;3;3;3
0.1,6,21,True,True,True,False,0,6,0.7914902121264552,4;4;4;3;3;3
0.1,6,22,True,True,True,False,0,6,0.7888300952476883,4;4;4;4;3;3
0.1,6,23,True,True,True,False,0,6,0.7861012270148434,4;4;4;4;4;3
0.1,6,24,True,True,True,False,0,6,0.7833009071911163,4;4;4;4;4;4
0.1,6,25,True,True,True,False,0,6,0.7810208563290942,5;4;4;4;4;4
0.1,6,26,True,True,True,False,0,6,0.7786923150728777,5;5;4;4;4;4
0.1,6,27,True,True,True,False,0,6,0.776313719911235,5;5;5;4;4;4
0.1,6,28,True,True,True,False,0,6,0.7738834393847185,5;5;5;5;4;4
0.1,6,29,True,True,True,False,0,6,0.7713997703539422,5;5;5;5;5;4
0.1,6,30,True,True,True,False,0,6,0.768860934019191,5;5;5;5;5;5
0.1,6,31,True,True,True,False,0,6,0.7667544965412306,6;5;5;5;5;5
0.1,6,32,True,True,True,False,0,6,0.7646093128035995,6;6;5;5;5;5
0.1,6,33,True,True,True,False,0,6,0.7624243038223358,6;6;6;5;5;5
0.1,6,34,True,True,True,False,0,6,0.7601983501755328,6;6;6;6;5;5
0.1,6,35,True,True,True,False,0,6,0.7579302900910134,6;6;6;6;6;5
0.1,6,36,True,True,True,False,0,6,0.7556189174244494,6;6;6;6;6;6
0.1,6,37,True,True,True,False,0,6,0.7536741113791455,7;6;6;6;6;6
0.1,6,38,True,True,True,False,0,6,0.7516981031506703,7;7;6;6;6;6
0.1,6,39,True,True,True,False,0,6,0.7496901357617263,7;7;7;6;6;6
0.1,6,40,True,True,True,False,0,6,0.7476494275492962,7;7;7;7;6;6
0.1,6,41,True,True,True,False,0,6,0.7455751711500922,7;7;7;7;7;6
0.1,6,42,True,True,True,False,0,6,0.7434665324355535,7;7;7;7;7;7
0.1,6,43,True,True,True,False,0,6,0.741673192435884,8;7;7;7;7;7
0.1,6,44,True,True,True,False,0,6,0.7398546026384292,8;8;7;7;7;7
0.1,6,45,True,True,True,False,0,6,0.7380102259957791,8;8;8;7;7;7
0.1,6,46,True,True,True,False,0,6,0.7361395101215575,8;8;8;8;7;7
0.1,6,47,True,True,True,False,0,6,0.7342418867388495,8;8;8;8;8;7
0.1,6,48,True,True,True,False,0,6,0.7323167711046573,8;8;8;8;8;8
0.5,1,0,True,True,True,False,0,1,0.5,0
0.5,1,1,True,True,True,False,0,1,0.5304057888156816,1
0.5,1,2,True,True,True,False,0,1,0.5425156637315183,2
0.5,1,3,True,True,True,False,0,1,0.5465277550705387,3
0.5,1,4,True,True,True,False,0,1,0.5464642798145642,4
0.5,1,5,True,True,True,False,0,1,0.5442306435935642,5
0.5,1,6,True,True,True,False,0,1,0.5408406708709239,6
0.5,1,7,True,True,True,False,0,1,0.5368763896138651,7
0.5,1,8,True,True,True,False,0,1,0.5326883416876568,8
0.5,1,9,True,True,True,False,0,1,0.5284931095417165,9
0.5,1,10,True,True,True,False,0,1,0.5244251435285399,10
0.5,1,11,True,True,True,False,0,1,0.5205663414870331,11
0.5,1,12,True,True,True,False,0,1,0.5169639577501778,12
0.5,1,13,True,True,True,False,0,1,0.5115512549636931,13
0.5,1,14,True,True,True,False,0,1,0.5066727932591502,14
0.5,1,15,True,True,True,False,0,1,0.5022859003189274,15
0.5,1,16,True,True,True,False,0,1,0.4983491606032974,16
0.5,1,17,True,True,True,False,0,1,0.4948229065593213,17
0.5,1,18,True,True,True,False,0,1,0.4916695625022781,18
0.5,1,19,True,True,True,False,0,1,0.4888538651030732,19
0.5,1,20,True,True,True,False,0,1,0.4863429832398269,20
0.5,1,21,True,True,True,False,0,1,0.48410655794572194,21
0.5,1,22,True,True,True,False,0,1,0.4821166807130996,22
0.5,1,23,True,True,True,False,0,1,0.4803478257916699,23
0.5,1,24,True,True,True,False,0,1,0.47877674954905663,24
0.5,1,25,True,True,True,False,0,1,0.4773823675723188,25
0.5,1,26,True,True,True,False,0,1,0.47614561805032823,26
0.5,1,27,True,True,True,False,0,1,0.47504931811885276,27
0.5,1,28,True,True,True,False,0,1,0.47407801827510704,28
0.5,1,29,True,True,True,False,0,1,0.47321785866114335,29
0.5,1,30,True,True,True,False,0,1,0.4724564299505839,30
0.5,1,31,True,True,True,False,0,1,0.47178264072110626,31
0.5,1,32,True,True,True,False,0,1,0.47118659252505496,32
0.5,1,33,True,True,True,False,0,1,0.4706594633530486,33
0.5,1,34,True,True,True,False,0,1,0.4701933997935424,34
0.5,1,35,True,True,True,False,0,1,0.46978141790115296,35
0.5,1,36,True,True,True,False,0,1,0.4694173125776522,36
0.5,1,37,True,True,True,False,0,1,0.46909557512461914,37
0.5,1,38,True,True,True,False,0,1,0.4688113185314596,38
0.5,1,39,True,True,True,False,0,1,0.46856021000518866,39
0.5,1,40,True,True,True,False,0,1,0.468338410219582,40
0.5,1,41,True,True,True,False,0,1,0.46814251875354007,41
0.5,1,42,True,True,True,False,0,1,0.46796952519588125,42
0.5,1,43,True,True,True,False,0,1,0.4678167654116728,43
0.5,1,44,True,True,True,False,0,1,0.4676818824901143,44
0.5,1,45,True,True,True,False,0,1,0.4675627919232167,45
0.5,1,46,True,True,True,False,0,1,0.46745765059607175,46
0.5,1,47,True,True,True,False,0,1,0.4673648292019177,47
0.5,1,48,True,True,True,False,0,1,0.4672828877274101,48
0.5,2,0,True,True,True,False,0,2,0.6666666666666666,0;0
0.5,2,1,True,True,True,False,0,2,0.6804599476437232,1;0
0.5,2,2,True,True,True,False,0,2,0.6931570602933238,1;1
0.5,2,3,True,True,True,False,0,2,0.6983741155548426,2;1
0.5,2,4,True,True,True,False,0,2,0.703416732144051,2;2
0.5,2,5,True,True,True,False,0,2,0.7051081592039505,3;2
0.5,2,6,True,True,True,False,0,2,0.7067804031045158,3;3
0.5,2,7,True,True,True,False,0,2,0.7067538651441319,4;3
0.5,2,8,True,True,True,False,0,2,0.706727322379655,4;4
0.5,2,9,True,True,True,False,0,2,0.7057949755169804,5;4
0.5,2,10,True,True,True,False,0,2,0.7048566816768904,5;5
0.5,2,11,True,True,True,False,0,2,0.7034388165176823,6;5
0.5,2,12,True,True,True,False,0,2,0.7020072627823699,6;6
0.5,2,13,True,True,True,False,0,2,0.7003425670797502,7;6
0.5,2,14,True,True,True,False,0,2,0.6986591677015137,7;7
0.5,2,15,True,True,True,False,0,2,0.6968916491120422,8;7
0.5,2,16,True,True,True,False,0,2,0.6951032733779509,8;8
0.5,2,17,True,True,True,False,0,2,0.6933229645041953,9;8
0.5,2,18,True,True,True,False,0,2,0.691521742875469,9;9
0.5,2,19,True,True,True,False,0,2,0.6897857148256308,10;9
0.5,2,20,True,True,True,False,0,2,0.6880300364433365,10;10
0.5,2,21,True,True,True,False,0,2,0.686374153155532,11;10
0.5,2,22,True,True,True,False,0,2,0.6847005977758877,11;11
0.5,2,23,True,True,True,False,0,2,0.6831465531026869,12;11
0.5,2,24,True,True,True,False,0,2,0.6815771134297632,12;12
0.5,2,25,True,True,True,False,0,2,0.6792339188265761,13;12
0.5,2,26,True,True,True,False,0,2,0.6768559825991218,13;13
0.5,2,27,True,True,True,False,0,2,0.6747279824295058,14;13
0.5,2,28,True,True,True,False,0,2,0.6725717694326238,14;14
0.5,2,29,True,True,True,False,0,2,0.6706450327606228,15;14
0.5,2,30,True,True,True,False,0,2,0.668695486275009,15;15
0.5,2,31,True,True,True,False,0,2,0.6669557456181799,16;15
0.5,2,32,True,True,True,False,0,2,0.6651976371150252,16;16
0.5,2,33,True,True,True,False,0,2,0.6636306213292065,17;16
0.5,2,34,True,True,True,False,0,2,0.6620488679803148,17;17
0.5,2,35,True,True,True,False,0,2,0.660640567184492,18;17
0.5,2,36,True,True,True,False,0,2,0.6592204800069817,18;18
0.5,2,37,True,True,True,False,0,2,0.6579573485970128,19;18
0.5,2,38,True,True,True,False,0,2,0.6566848185187468,19;19
0.5,2,39,True,True,True,False,0,2,0.6555539236753413,20;19
0.5,2,40,True,True,True,False,0,2,0.6544155537771374,20;20
0.5,2,41,True,True,True,False,0,2,0.6534046773982305,21;20
0.5,2,42,True,True,True,False,0,2,0.6523878697979948,21;21
0.5,2,43,True,True,True,False,0,2,0.6514855717073695,22;21
0.5,2,44,True,True,True,False,0,2,0.6505785772293392,22;22
0.5,2,45,True,True,True,False,0,2,0.6497742270316602,23;22
0.5,2,46,True,True,True,False,0,2,0.6489661651440416,23;23
0.5,2,47,True,True,True,False,0,2,0.6482499493735803,24;23
0.5,2,48,True,True,True,False,0,2,0.6475308050320057,24;24
0.5,3,0,True,True,True,False,0,3,0.75,0;0;0
0.5,3,1,True,True,True,False,0,3,0.7578398232128837,1;0;0
0.5,3,2,True,True,True,False,0,3,0.7652028944078407,1;1;0
0.5,3,3,True,True,True,False,0,3,0.7721314183783572,1;1;1
0.5,3,4,True,True,True,False,0,3,0.7750212112608519,2;1;1
